conf,P,R,F1
0.00836,0.27805213318399347,0.9698126609251532,0.43219182147308444
0.00824,0.27641165755919855,0.970079019799343,0.43023370282136597
0.00812,0.2747410238358644,0.9701678060907396,0.4282159302439502
0.008,0.2730907636945222,0.9702565923821362,0.426217359932916
0.00789,0.27146050670640837,0.9703453786735328,0.4242377190769171
0.00776,0.2699486470472052,0.9707893101305158,0.42243127861378876
0.00765,0.2684058113281633,0.9710556690047056,0.42056488050604673
0.00755,0.26683255269320844,0.9711444552961023,0.41863936465410007
0.00744,0.2652779125036376,0.9712332415874989,0.4167317472713766
0.00735,0.26374156219864997,0.9713220278788955,0.414841779951842
0.00725,0.26227111494583455,0.9715883867530853,0.4130447090795855
0.00716,0.26079393823865804,0.9717659593358785,0.41122654092540056
0.00706,0.25933383871884774,0.9719435319186718,0.4094249649368864
0.00696,0.25796118334275486,0.9723874633756548,0.4077514473463765
0.00687,0.25653395784543326,0.972565035958448,0.40598187647091527
0.00679,0.2551229508196721,0.9727426085412413,0.4042282362056561
0.00671,0.25368157821617116,0.9727426085412413,0.4024168518484509
0.00663,0.25225640081046236,0.9727426085412413,0.4006216290337326
0.00653,0.25091583478340507,0.9730089674154311,0.3989515644624038
0.00645,0.24952185792349726,0.9730089674154311,0.39718753964083137
0.00636,0.24823385562901912,0.9733641125810175,0.3955833799411839
0.00628,0.24693748874076743,0.9736304714552073,0.3939573566129583
0.00618,0.2457000806234883,0.9740744029121904,0.3924170616113744
0.00611,0.24438702779757662,0.974163189203587,0.3907476984989049
0.00603,0.24308817013735046,0.9742519754949835,0.3890927787529032
0.00596,0.24178124449145072,0.9742519754949835,0.38741680936324957
0.00587,0.2405321293942316,0.9744295480777768,0.38582552600587083
0.00581,0.23929630275549355,0.97460712066057,0.3842478340771856
0.00573,0.23807355364732413,0.9747846932433633,0.38268356018752503
0.00566,0.23684210526315788,0.9748734795347598,0.38109782552105925
0.00559,0.23562355162646983,0.9749622658261564,0.37952546356299793
0.00552,0.2344176912568306,0.975051052117553,0.3779663058629175
0.00546,0.23322432684957106,0.9751398384089497,0.37642018678776457
0.00539,0.23206439073854995,0.9753174109917429,0.37492107373845973
0.00533,0.2309163514081547,0.9754949835745361,0.3734343932158456
0.00526,0.2297591167614587,0.9755837698659326,0.3719261428063702
0.0052,0.22869684613464258,0.9760277013229157,0.3705651345839443
0.00514,0.2275625103493956,0.9761164876143124,0.36908099034830044
0.00508,0.22643957492379932,0.976205273905709,0.36760895367692537
0.00502,0.225327868852459,0.9762940601971055,0.36614887701247023
0.00496,0.22422722453307234,0.9763828464885022,0.36470061518563346
0.0049,0.2231983444246064,0.9767379916540886,0.3633631153903321
0.00485,0.2221190341597351,0.9768267779454852,0.36193765934698574
0.00479,0.22103021536483447,0.9768267779454852,0.3604908337292551
0.00475,0.22001199520191922,0.977093136819675,0.3591534356999494
0.0047,0.21900366067165367,0.9773594956938648,0.3578266452126708
0.00464,0.21798526966025183,0.9775370682766581,0.35647795891275835
0.00459,0.21695696721311475,0.9776258545680547,0.3551076352495364
0.00455,0.21597772374303867,0.9778922134422445,0.35381230022968563
0.00449,0.2149687743950039,0.9779809997336412,0.3524630817720749
0.00445,0.2140082355683319,0.978247358607831,0.351188104610579
0.0044,0.21301809464893287,0.9783361448992276,0.34985950373862934
0.00435,0.21201800969752943,0.9783361448992276,0.3485095279512928
0.0043,0.21104642255247433,0.9784249311906241,0.3472014366956001
0.00425,0.21008387342737322,0.9785137174820208,0.3459033629929538
0.0042,0.20913023679417123,0.9786025037734174,0.3446151922084825
0.00416,0.20822316234796404,0.9788688626476072,0.34339910607216834
0.00412,0.207324409685667,0.979135221521797,0.3421922271352106
0.00408,0.20641515083464332,0.9793127941045903,0.34096353884913216
0.00403,0.20551415797317438,0.9794903666873834,0.339744083273024
0.00399,0.20460277427490542,0.9795791529787801,0.33850307576664057
0.00395,0.20369960124058484,0.9796679392701767,0.3372713239901576
0.00391,0.2028045284128501,0.9797567255615733,0.33604872478111913
0.00387,0.20191744730679156,0.9798455118529699,0.33483517650449796
0.00382,0.20107468123861566,0.9801118707271598,0.33369103577528225
0.00379,0.20018497025968374,0.9801118707271598,0.332464950984083
0.00375,0.19932115259623023,0.9802006570185563,0.33127785029481926
0.00371,0.19846491228070176,0.9802894433099529,0.3300994095223858
0.00367,0.19759825327510916,0.9802894433099529,0.3288997453045175
0.00364,0.1967569493941554,0.9803782296013496,0.32773845035097876
0.0036,0.1959051877084664,0.9803782296013496,0.3265559613763733
0.00356,0.1950607687959299,0.9803782296013496,0.325381974628339
0.00353,0.19424118764511364,0.9804670158927462,0.3242457608456288
0.0035,0.19341109709962168,0.9804670158927462,0.3230884009420852
0.00346,0.19258807115451693,0.9804670158927462,0.32193927379269127
0.00343,0.19178938594053904,0.9805558021841427,0.32082734178686073
0.0034,0.19101473334716745,0.980733374766936,0.3197522108523541
0.00336,0.19021215043394407,0.980733374766936,0.3186269560827865
0.00334,0.1894334316482612,0.9808221610583326,0.31753833771683987
0.0033,0.1886441256830601,0.9808221610583326,0.3164286839580081
